task_id,task_type,task_phase,workload,target_output,priority,deadline_timestamp,location_id,dependency_task_id,estimated_travel_distance_km,required_machine_type,required_attachment,required_skill_level,status
T01436,loading,active,medium,11.4,1,2026-01-13T06:00:00,LOC010,null,4.76,loader,ripper,novice,active
T01437,loading,active,light,16.9,3,2026-01-30T06:00:00,LOC005,null,3.14,loader,hammer,advanced,completed
T01438,grading,wrap_up,heavy,894.2,1,2026-01-26T06:00:00,LOC010,null,2.08,grader,ripper,advanced,completed
T01439,excavation,active,light,385.1,3,2026-01-21T06:00:00,LOC003,null,2.71,excavator,hammer,advanced,active
T01440,excavation,active,heavy,237.0,2,2026-01-06T06:00:00,LOC006,null,4.39,excavator,grapple,intermediate,completed
T01441,excavation,active,heavy,345.6,1,2026-01-24T06:00:00,LOC004,null,1.46,excavator,hammer,intermediate,active
T01442,loading,active,medium,13.1,4,2026-01-29T06:00:00,LOC002,null,4.07,loader,blade,intermediate,blocked
T01443,excavation,active,medium,310.2,4,2026-01-11T06:00:00,LOC010,null,4.33,excavator,hammer,intermediate,active
T01444,grading,active,heavy,275.3,3,2026-01-11T06:00:00,LOC003,null,3.13,grader,ripper,novice,pending
T01445,excavation,active,medium,242.4,3,2026-01-13T06:00:00,LOC002,null,1.58,excavator,hammer,intermediate,pending
T01446,loading,setup,heavy,98.0,1,2026-01-14T06:00:00,LOC009,null,0.13,loader,bucket,advanced,active
T01447,excavation,setup,heavy,106.8,4,2026-01-19T06:00:00,LOC004,null,0.88,excavator,grapple,advanced,blocked
T01448,trenching,active,heavy,185.2,5,2026-01-06T06:00:00,LOC010,null,4.54,excavator,ripper,intermediate,pending
T01449,stockpiling,active,medium,196.2,1,2026-01-08T06:00:00,LOC002,null,2.51,loader,ripper,advanced,active
T01450,grading,setup,medium,581.4,3,2026-01-18T06:00:00,LOC005,null,1.74,grader,ripper,novice,completed
T01451,loading,active,light,69.1,5,2026-01-19T06:00:00,LOC007,null,1.05,loader,bucket,intermediate,pending
T01452,loading,active,heavy,89.4,4,2026-01-22T06:00:00,LOC004,null,3.2,loader,hammer,intermediate,completed
T01453,loading,active,light,63.9,4,2026-01-04T06:00:00,LOC009,T00011,3.73,loader,hammer,intermediate,pending
T01454,stockpiling,wrap_up,light,149.4,3,2026-01-22T06:00:00,LOC008,null,0.71,loader,bucket,advanced,completed
T01455,loading,active,heavy,14.0,5,2026-01-13T06:00:00,LOC008,null,0.82,loader,hammer,advanced,pending
T01456,grading,setup,light,653.0,4,2026-01-28T06:00:00,LOC009,null,3.55,grader,blade,intermediate,completed
T01457,grading,wrap_up,light,614.4,3,2026-01-21T06:00:00,LOC008,null,1.16,grader,hammer,novice,pending
T01458,trenching,active,medium,65.4,4,2026-01-26T06:00:00,LOC001,null,3.35,excavator,hammer,intermediate,pending
T01459,loading,active,light,22.7,3,2026-01-05T06:00:00,LOC001,null,2.07,loader,bucket,advanced,active
T01460,hauling,active,medium,43.4,4,2026-01-15T06:00:00,LOC003,T01000,2.55,hauler,blade,advanced,pending
T01461,hauling,active,medium,44.8,1,2026-01-25T06:00:00,LOC003,null,1.46,hauler,ripper,intermediate,blocked
T01462,excavation,wrap_up,light,467.7,1,2026-01-20T06:00:00,LOC005,null,4.48,excavator,bucket,intermediate,completed
T01463,hauling,wrap_up,heavy,48.6,1,2026-01-20T06:00:00,LOC007,T00935,3.2,hauler,ripper,intermediate,completed
T01464,grading,active,medium,371.3,3,2026-01-04T06:00:00,LOC002,T00933,4.03,grader,bucket,advanced,completed
T01465,stockpiling,active,light,56.0,2,2026-01-10T06:00:00,LOC008,null,1.48,loader,grapple,advanced,completed
T01466,loading,wrap_up,heavy,81.3,2,2026-01-28T06:00:00,LOC010,null,3.04,loader,hammer,advanced,pending
T01467,trenching,setup,light,72.9,1,2026-01-17T06:00:00,LOC008,null,2.17,excavator,bucket,advanced,completed
T01468,grading,setup,medium,565.1,5,2026-01-14T06:00:00,LOC007,T01193,4.99,grader,ripper,novice,completed
T01469,trenching,setup,medium,197.2,1,2026-01-24T06:00:00,LOC010,null,1.68,excavator,ripper,novice,pending
T01470,trenching,setup,light,69.8,4,2026-01-12T06:00:00,LOC009,null,1.68,excavator,hammer,novice,completed
T01471,hauling,active,medium,34.0,1,2026-01-15T06:00:00,LOC005,null,4.64,hauler,grapple,advanced,completed
T01472,stockpiling,active,medium,171.2,4,2026-01-04T06:00:00,LOC006,null,3.64,loader,hammer,advanced,active
T01473,stockpiling,active,light,173.5,3,2026-01-27T06:00:00,LOC008,null,4.88,loader,hammer,novice,pending
T01474,loading,setup,medium,74.1,5,2026-01-14T06:00:00,LOC006,null,0.81,loader,grapple,novice,active
T01475,stockpiling,wrap_up,light,235.6,5,2026-01-19T06:00:00,LOC006,null,3.59,loader,hammer,intermediate,pending
T01476,excavation,active,medium,382.0,5,2026-01-21T06:00:00,LOC006,null,1.65,excavator,grapple,intermediate,completed
T01477,grading,active,light,930.3,1,2026-01-27T06:00:00,LOC003,null,4.2,grader,blade,advanced,completed
T01478,trenching,active,light,40.1,3,2026-01-26T06:00:00,LOC009,null,1.73,excavator,ripper,novice,pending
T01479,grading,active,medium,113.9,4,2026-01-12T06:00:00,LOC005,null,0.37,grader,ripper,advanced,pending
T01480,excavation,active,medium,478.6,1,2026-01-20T06:00:00,LOC004,null,2.93,excavator,bucket,intermediate,pending
T01481,grading,active,heavy,748.5,3,2026-01-22T06:00:00,LOC004,null,4.61,grader,ripper,novice,active
T01482,hauling,setup,medium,14.2,5,2026-01-15T06:00:00,LOC009,null,3.53,hauler,hammer,novice,completed
T01483,trenching,wrap_up,medium,125.9,1,2026-01-07T06:00:00,LOC001,null,1.08,excavator,hammer,novice,pending
T01484,loading,active,medium,92.5,4,2026-01-20T06:00:00,LOC008,null,3.33,loader,bucket,advanced,active
T01485,grading,wrap_up,light,750.6,2,2026-01-24T06:00:00,LOC009,T00068,0.9,grader,hammer,advanced,active
T01486,excavation,active,medium,148.0,5,2026-01-23T06:00:00,LOC002,null,3.73,excavator,bucket,advanced,pending
T01487,grading,active,medium,556.5,2,2026-01-24T06:00:00,LOC009,null,2.77,grader,hammer,intermediate,completed
T01488,loading,wrap_up,heavy,27.2,1,2026-01-29T06:00:00,LOC003,null,1.89,loader,hammer,advanced,blocked
T01489,hauling,setup,medium,22.0,5,2026-01-28T06:00:00,LOC009,null,2.85,hauler,grapple,intermediate,pending
T01490,hauling,active,medium,17.5,3,2026-01-29T06:00:00,LOC010,T00336,2.33,hauler,hammer,novice,completed
T01491,excavation,active,heavy,52.5,5,2026-01-10T06:00:00,LOC006,null,3.15,excavator,hammer,intermediate,completed
T01492,excavation,wrap_up,medium,301.1,5,2026-01-15T06:00:00,LOC001,null,3.92,excavator,hammer,intermediate,completed
T01493,loading,active,light,84.0,5,2026-01-27T06:00:00,LOC007,null,0.38,loader,bucket,advanced,pending
T01494,excavation,active,light,309.6,4,2026-01-11T06:00:00,LOC004,null,4.64,excavator,bucket,intermediate,completed
T01495,excavation,active,heavy,284.5,3,2026-01-13T06:00:00,LOC003,T00400,0.32,excavator,blade,intermediate,pending
T01496,stockpiling,active,heavy,56.5,2,2026-01-18T06:00:00,LOC005,null,4.48,loader,ripper,intermediate,active
T01497,hauling,active,medium,19.8,5,2026-01-14T06:00:00,LOC010,null,0.34,hauler,grapple,intermediate,active
T01498,loading,setup,light,28.9,5,2026-01-03T06:00:00,LOC005,null,1.31,loader,grapple,novice,active
T01499,grading,wrap_up,medium,653.2,2,2026-01-25T06:00:00,LOC002,null,1.29,grader,blade,intermediate,pending
T01500,grading,active,light,214.5,3,2026-01-15T06:00:00,LOC005,null,0.11,grader,grapple,intermediate,pending
